oid,name,surname,birthyear,birthplace,position,team,city,stadium,season,manager
12004,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
12005,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
12006,Abhaya Win,Senator,1978,El,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
12007,Hucang Xiaoyong,Bernabeu,1996,Boise,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
12008,Seungwang Haym,Scanlon,1984,Munich,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
12009,Frieda Ortrun,Quitte,1976,Melbourne,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2013,Amandio Klosowski
12010,Cherri Toshiaki,Musselman,1984,Valdosta,Goalkeeper,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
12011,Gernod Sowmitri,Harloff,1991,Monterrey,Forward,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
12012,Mieke Yoshikane,Roussille,1985,Abidjan,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
12013,Bhuwan Percy,Bouabdallah,1984,Guangzhou,Forward,VfL Wolfsburg,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsufumi Comparetto
12014,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
12015,Hichum Ashok,Leifker,1984,Monroe,Goalkeeper,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
12016,Nili Reese,Kopanas,1975,Augusta,Midfield,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
12017,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
12018,Yili Junjie,Walrath,1988,Beaumont,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
12019,Djimitri Gabriela,Miike,1990,Nashville,Defender,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
12020,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
12021,Hucang Xiaoyong,Bernabeu,1996,Boise,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
12022,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Royal Antwerp F.C.,London,Santiago Bernabeu Stadium,2011,Rashi Papadourakis
12023,Kamal Carolyn,Kontos,1981,Green,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
12024,Guisseppi Abdelmadjid,Newstead,1994,Istanbul,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
12025,Ryoichi Ilan,Togni,1992,Vienna,Forward,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
12026,Osmar Norton,Gove,1975,Paris,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12027,Joe Myung,Coppola,1975,Ciudad,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2014,Bon Kruiskamp
12028,Sarangan Sreerama,Borgelt,1994,Baltimore,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
12029,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
12030,Myla Nikolaus,Goni,1995,Budapest,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
12031,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
12032,Rudie Subbu,Hermanns,1992,Sao,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
12033,Osmar Norton,Gove,1975,Paris,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12034,Gina Kenta,Besancenot,1976,Mobile,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
12035,Renganathan Sihai,Godo,1989,Baton,Defender,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
12036,Alfred Giovanni,Larab,1990,Colorado,Goalkeeper,Borussia Monchengladbach,Cardiff,St James  Park,2012,Jeremy Cantu
12037,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
12038,Guisseppi Abdelmadjid,Newstead,1994,Istanbul,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
12039,Yuiko Adele,Gnutzmann,1993,Beaumont,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
12040,Basem Noemie,Ashish,1997,Windhoek,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
12041,Ryoichi Ilan,Togni,1992,Vienna,Midfield,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
12042,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
12043,Hiroyuke Hagbal,Ro;dl,1992,Montgomery,Goalkeeper,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
12044,Luitpold Avra,Guyton,1981,Des,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
12045,Hichum Ashok,Leifker,1984,Monroe,Goalkeeper,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
12046,Izak Monte,Mattison,1992,Budapest,Midfield,FC Kaiserslautern,Munich,Stadio Olimpico,2012,Atsufumi Comparetto
12047,Graham Kukhamay,McCain,1989,Barcelona,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
12048,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
12049,Gururaj Emilio,Mallorqui,1980,Santiago,Forward,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12050,Gesine Tilmann,Cagman,1996,Corpus,Defender,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
12051,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
12052,Fortune Orestes,Waack,1989,Cape,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
12053,Eleftherios Maxwell,Bollman,1986,Brussels,Midfield,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
12054,Hiroyuke Hagbal,Ro;dl,1992,Montgomery,Goalkeeper,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
12055,Maggie Zhiqiang,Dabipi,1980,La,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
12056,Huu Shian,Abraham,1988,Albuquerque,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
12057,Anke Ute,Weener,1995,Kiev,Defender,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
12058,Mehryar Judi,Favre,1995,Amarillo,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
12059,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
12060,Attila Adelheit,Ebbinghaus,1983,Manchester,Forward,The New Saints F.C.,London,Santiago Bernabeu Stadium,2012,Mayan Tautenhahn
12061,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
12062,Seungwang Haym,Scanlon,1984,Munich,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
12063,Anke Ute,Weener,1995,Kiev,Defender,Juventus,Salvador,BMO Field,2012,IlYoung Giese
12064,Sangjin Martin,Sezan,1985,Lisbon,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
12065,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
12066,Noe Aurelie,Konikowska,1976,Jacksonville,Defender,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
12067,Karan Spyridon,Heiserman,1986,Vancouver,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
12068,Lorrin Kazuki,Gabalda,1991,Veracruz,Midfield,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
12069,Osmar Norton,Gove,1975,Paris,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12070,Kazumiti Pin,Ziavras,1980,Orange,Defender,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
12071,Behcet Liu,Tomii,1991,Myrtle,Defender,P.a.o.k Fc,Munich,Allianz Arena Olympic Stadium Munich,2012,Sreenivas Wohr
12072,Tatuo Bongki,Scofield,1992,Birmingham,Defender,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
12073,Ichiang Hanan,Kappner,1993,Lyon,Goalkeeper,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
12074,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
12075,Yookun Apostol,Benn,1984,Los,Defender,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
12076,Lui Sherry,Osterloh,1983,Elko,Goalkeeper,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
12077,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
12078,Magne Chihping,Jungst,1990,Durban,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
12079,Curd Jussi,Shindo,1998,Seattle,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
12080,Catherina Loan,Kolvik,1980,Killeen,Defender,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
12081,Zicheng Yike,Clark,1983,Missoula,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
12082,Lorrin Kazuki,Gabalda,1991,Veracruz,Forward,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
12083,Vijay Ravindranath,Codenie,1985,Montreal,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
12084,Clay Pawel,Kadar,1991,Sarasota,Defender,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
12085,Magne Chihping,Jungst,1990,Durban,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
12086,Graham Kukhamay,McCain,1989,Barcelona,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2011,Anupam Oxenboll
12087,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
12088,Sahin Owen,Palomar,1984,Monroe,Goalkeeper,Boavista F.C.,Naples,Veltins-Arena,2014,Torsten Fedou
12089,Murat Luc,Kusakabe,1993,Cody,Midfield,Forest Green Rovers F.C.,Solna,Allianz Arena Olympic Stadium Munich,2012,Srikanth Chimia
12090,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
12091,Guilang Prasant,Clasen,1982,Fairbanks,Forward,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
12092,Sangjin Martin,Sezan,1985,Lisbon,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
12093,Nasreddine Ratko,Lesperance,1995,Buffalo,Goalkeeper,New York Red Bulls,Brasilia,San Siro Stadium,2011,Atsuyuki Jayaprakash
12094,Osmar Norton,Gove,1975,Paris,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12095,Ryoichi Ilan,Togni,1992,Vienna,Midfield,Juventus,Salvador,BMO Field,2012,IlYoung Giese
12096,Gang Vivekananda,Hofstetter,1983,Mobile,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
12097,Myla Nikolaus,Goni,1995,Budapest,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
12098,Andres Yahya,Wolin,1980,Istanbul,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
12099,Omer Ponnarasu,Savaria,1976,Vancouver,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
12100,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
12101,Setsuo Gay,Preas,1980,South,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2011,Jiangling Micheaux
12102,Joxan Barb,Eisenstadt,1977,Conakry,Forward,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
12103,Farshid Zubin,Seppanen,1983,Washington,Defender,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
12104,Yoonjoon Eila,Yannakoudakis,1996,Shannon,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
12105,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,FC Dinamo Bucuresti,Hamburg,Amsterdam Arena,2013,Mattan Edelhoff
12106,Hucang Xiaoyong,Bernabeu,1996,Boise,Goalkeeper,West Ham United F.C.,Solna,Balaidos,2013,Aiqun Levergood
12107,Athushi Belli,Gull,1977,Key,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2014,Nabih Rios
12108,Cherri Toshiaki,Musselman,1984,Valdosta,Midfield,New York Red Bulls,Solna,Allianz Arena Olympic Stadium Munich,2011,Atsuyuki Jayaprakash
12109,Laird Capers,Aigrain,1990,Vail,Defender,P.a.o.k Fc,Tokyo,BMO Field,2012,Xiaomin Saoudi
12110,Krishnaprasad Hiu,Llewellyn,1984,Nassau,Midfield,ACF Fiorentina,Hamburg,Estadio da Luz,2012,Atsuyuki Jayaprakash
12111,Gernod Sowmitri,Harloff,1991,Monterrey,Forward,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
12112,Judy Brant,Prenel,1978,Worcester,Midfield,Juventus,Salvador,BMO Field,2015,Sigenobu Bodagala
12113,Elfriede Zin,Macgregor,1984,Bucharest,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
12114,Yuiko Adele,Gnutzmann,1993,Beaumont,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2013,Suranjan Sakurai
12115,Athushi Belli,Gull,1977,Key,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
12116,Toshiro Ryouichi,Nekvinda,1976,Great,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
12117,Ezio Roslyn,Grems,1987,Toronto,Midfield,Juventus,Salvador,BMO Field,2010,Masum Kasprzak
12118,Yuyan Ivailo,Yochum,1991,Great,Midfield,FC Spartak Moscow,Istanbul,Jan Breydel Stadium,2011,Yki Villano
12119,Dagmar Marilde,Shackel,1985,Memphis,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
12120,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12121,Abdalla Susannne,Hoare,1982,Gulfport,Defender,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
12122,Clay Pawel,Kadar,1991,Sarasota,Defender,Royal Antwerp F.C.,Salvador,BMO Field,2011,Rashi Papadourakis
12123,Yookun Apostol,Benn,1984,Los,Midfield,Aalborg Boldspilklub,London,Anfield,2014,Rosangela Ketz
12124,Toshiro Ryouichi,Nekvinda,1976,Great,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
12125,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
12126,Nasreddine Dongseung,Zallocco,1995,Leon,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12127,Gesine Tilmann,Cagman,1996,Corpus,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
12128,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
12129,Yookun Apostol,Benn,1984,Los,Defender,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
12130,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
12131,Chitresh Harlan,Babb,1991,Copenhagen,Defender,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
12132,Afke Vlad,Tischendorf,1997,Worcester,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
12133,Ramakant Elgin,Schachter,1990,Sun,Midfield,Seattle Sounders,Dortmund,Stadio San Paolo,2013,Nabih Rios
12134,Sahin Owen,Palomar,1984,Monroe,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
12135,Surnjani Catharine,Marciano,1980,Puebla,Forward,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
12136,Elfriede Zin,Macgregor,1984,Bucharest,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
12137,Jefferson Chenxi,Goss,1987,Rochester,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
12138,Jim Jaak,Tchernykh,1990,Toulouse,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
12139,Velimir Solveig,Andraka,1988,Hartford,Defender,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Masum Kasprzak
12140,Fiora Avinash,Rosinski,1993,Palm,Defender,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
12141,Brad Zhaofang,Dighe,1977,Frankfurt,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Xiaomin Saoudi
12142,Behcet Liu,Tomii,1991,Myrtle,Midfield,ACF Fiorentina,Hamburg,King Power Stadium,2013,Amandio Klosowski
12143,Guardian Yongjoon,Pierro,1994,Chattanooga,Midfield,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12144,Dallas Chongkye,Timkovsky,1988,Panama,Forward,Juventus,Salvador,BMO Field,2012,IlYoung Giese
12145,Saydean Eiichi,Alpuente,1983,Asheville,Forward,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Sreenivas Wohr
12146,Huajun Haijo,Zajak,1982,Conakry,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
12147,Rahim Barton,Kawakami,1993,Billings,Defender,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
12148,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
12149,Peteris Yusuf,Maxson,1989,Tokyo,Midfield,Borussia Monchengladbach,Hamburg,Estadio da Luz,2012,Jeremy Cantu
12150,Sahin Owen,Palomar,1984,Monroe,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
12151,Yadran Mechthild,Rayne,1983,South,Forward,A.C. Perugia Calcio,Solna,Donbass Arena,2013,Atsufumi Comparetto
12152,Gang Vivekananda,Hofstetter,1983,Mobile,Defender,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
12153,Andres Yahya,Wolin,1980,Istanbul,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
12154,Yoshitomi Thoshiaki,Vafaie,1987,Tampa,Forward,Valencia CF,London,Santiago Bernabeu Stadium,2011,Vagan Smallwood
12155,Hichum Ashok,Leifker,1984,Monroe,Goalkeeper,VfL Wolfsburg,Berlin,Westfalenstadion,2011,Atsufumi Comparetto
12156,Pierangela Sudha,Tulley,1986,Greensboro,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
12157,Osmar Norton,Gove,1975,Paris,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2011,Xiaolei Ronchette
12158,Gang Vivekananda,Hofstetter,1983,Mobile,Midfield,FC Midtjylland,Houston,Stade Louis II,2011,Mattan Edelhoff
12159,Dagmar Marilde,Shackel,1985,Memphis,Defender,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
12160,Souri Bozena,Saloma,1996,Dothan,Goalkeeper,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2012,Zhouhui Rubio
12161,Corentin Luping,Gevinti,1979,Amarillo,Forward,ACF Fiorentina,Hamburg,King Power Stadium,2014,Aiqun Levergood
12162,Jinsei Ranjeev,Blix,1983,Cozumel,Midfield,Wolverhampton Wanderers Football Club,Dortmund,Stadio San Paolo,2013,Sigenobu Bodagala
12163,Jialin Sartaj,Vinay,1995,Santiago,Midfield,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
12164,Guisseppi Abdelmadjid,Newstead,1994,Istanbul,Midfield,Boavista F.C.,Naples,Veltins-Arena,2015,Duckyoung Padhye
12165,Murat Luc,Kusakabe,1993,Cody,Forward,FC Anzhi Makhachkala,Tokyo,BMO Field,2013,Robert Lally
12166,Zoubida Roch,Capps,1989,Toulouse,Goalkeeper,Delfino Pescara 1936,Orlando,King Power Stadium,2012,Robbert Flach
12167,Karan Spyridon,Heiserman,1986,Vancouver,Goalkeeper,Valencia CF,Stuttgart,Camp Nou,2011,Veit Luks
12168,Rohan Sander,Rezende,1995,Providenciales,Forward,FC Spartak Moscow,Rio de Janeiro,Stadio Olimpico,2012,Olavi Gurd
12169,Antonius Ard,Rikino,1975,Prague,Defender,Toronto FC,Stuttgart,Camp Nou,2014,Kazuhiko Claybrook
12170,Yooichi Hemant,Valette,1976,Amarillo,Forward,Montpellier HSC,Recife,Stade Velodrome,2013,Bernando Jesus
12171,Elham Roy,Kupper,1997,Toledo,Midfield,FC Bayern Munich,Seattle,San Siro Stadium,2015,Atsufumi Comparetto
12172,Klaus Nicu,Strevell,1979,Roanoke,Forward,FK Partizan,Orlando,White Hart Lane,2013,Ryouji Dare
12173,Gesine Tilmann,Cagman,1996,Corpus,Midfield,Boavista F.C.,Naples,Veltins-Arena,2013,Srikanth Chimia
12174,Elenora Noriyuki,Gawlick,1988,Orange,Goalkeeper,Aik Solna,Mexico City,Vicente Calderon Stadium,2010,Shigetomo Abbas
12175,Gina Kenta,Besancenot,1976,Mobile,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
12176,Osmar Norton,Gove,1975,Paris,Defender,Sport Club Internacional,Montreal,King Power Stadium,2011,Berardo Gerber
12177,Hongbing Kevin,Nozaka,1977,Berlin,Defender,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
12178,Saydean Eiichi,Alpuente,1983,Asheville,Forward,FC Anzhi Makhachkala,Hamburg,King Power Stadium,2013,Robert Lally
12179,Noriyuki Audrey,Cun,1993,San,Midfield,S.C. Braga,Gelsenkirchen,Sporting Park,2014,Bernando Jesus
12180,Rahim Barton,Kawakami,1993,Billings,Midfield,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
12181,Huajun Haijo,Zajak,1982,Conakry,Midfield,The New Saints F.C.,Arlington,Parc des Princes,2014,Robbert Flach
12182,Mahmut Vyjayanti,Dedood,1984,Mobile,Goalkeeper,FK Partizan,Orlando,White Hart Lane,2012,Ravindra Grnarov
12183,Tatuo Bongki,Scofield,1992,Birmingham,Forward,S.C. Braga,Gelsenkirchen,Sporting Park,2013,Shyamala Gibbs
12184,Anke Ute,Weener,1995,Kiev,Defender,Clube de Regatas do Flamengo,Rio de Janeiro,Stadio Olimpico,2013,Jeremy Cantu
12185,Hideaki Sava,Burtschick,1988,Guatemala,Midfield,Sport Club Internacional,Montreal,King Power Stadium,2013,Soung Alt
12186,Laird Capers,Aigrain,1990,Vail,Midfield,Valencia CF,Munich,Stadio Olimpico,2011,Veit Luks
12187,Huu Shian,Abraham,1988,Albuquerque,Midfield,Boavista F.C.,Naples,Veltins-Arena,2014,Piera Faustini
12188,Elfriede Zin,Macgregor,1984,Bucharest,Goalkeeper,P.a.o.k Fc,Brasilia,King Power Stadium,2012,Kazuhiko Claybrook
12189,Gernod Sowmitri,Harloff,1991,Monterrey,Forward,Tianjin Teda F.C.,Cardiff,Estadio da Luz,2011,Ryouji Dare
12190,Petko Maogang,Usha,1986,Nice,Midfield,Wolverhampton Wanderers Football Club,Glasgow,Emirates Stadium,2013,Sigenobu Bodagala
12191,Yasusi Seongyeol,Clemm,1997,Des,Midfield,Grasshopper Club Zurich,Moscow,Gerhard Hanappi Stadium,2015,Olavi Gurd
12192,Daisy Ryotaro,Felciano,1976,Milan,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Veit Luks
12193,Ichiang Hanan,Kappner,1993,Lyon,Goalkeeper,Seattle Sounders,Dortmund,Stadio San Paolo,2011,Aiqun Levergood
12194,Maggie Zhiqiang,Dabipi,1980,La,Goalkeeper,SV Werder Bremen,Barcelona,Boleyn Ground,2014,Sigenobu Bodagala
12195,Surapol Yechezkel,Noltemeier,1984,Reno,Midfield,Valencia CF,Montevideo,Constant Vanden Stock Stadium,2011,Vagan Smallwood
